Source,Target,Type,Weight
715,10065,Undirected,1
715,10400,Undirected,1
715,10399,Undirected,1
423,10156,Undirected,1
2536,10066,Undirected,1
2536,10755,Undirected,1
2786,10557,Undirected,1
2492,10282,Undirected,1
2963,10313,Undirected,1
2963,10583,Undirected,1
717,10065,Undirected,1
717,10605,Undirected,1
2706,10520,Undirected,1
2706,10142,Undirected,1
3131,10212,Undirected,1
2686,10446,Undirected,1
2686,10501,Undirected,1
2806,10150,Undirected,1
1030,10158,Undirected,1
1030,10100,Undirected,1
1271,10520,Undirected,1
2663,10300,Undirected,1
3139,10142,Undirected,1
3139,10520,Undirected,1
3139,10077,Undirected,1
2585,10483,Undirected,1
172,10252,Undirected,1
172,10361,Undirected,1
1597,10120,Undirected,1
1597,10060,Undirected,1
1597,10629,Undirected,1
913,10021,Undirected,1
913,10022,Undirected,1
1114,10151,Undirected,1
688,10007,Undirected,1
1353,10100,Undirected,1
1494,10613,Undirected,1
1846,10212,Undirected,1
2242,10395,Undirected,1
227,10118,Undirected,1
1499,10509,Undirected,1
15,10007,Undirected,1
3264,10500,Undirected,1
3264,10019,Undirected,1
1357,10742,Undirected,1
1357,10517,Undirected,1
1108,10167,Undirected,1
1108,10734,Undirected,1
1012,10438,Undirected,1
1012,10461,Undirected,1
2871,10282,Undirected,1
891,10189,Undirected,1
891,10000,Undirected,1
891,10762,Undirected,1
891,10378,Undirected,1
439,10109,Undirected,1
439,10684,Undirected,1
439,10719,Undirected,1
439,10658,Undirected,1
439,10741,Undirected,1
439,10514,Undirected,1
439,10560,Undirected,1
439,10553,Undirected,1
588,10595,Undirected,1
1868,10282,Undirected,1
1340,10130,Undirected,1
1340,10144,Undirected,1
2293,10142,Undirected,1
2293,10520,Undirected,1
1617,10630,Undirected,1
1617,10286,Undirected,1
1617,10635,Undirected,1
1617,10056,Undirected,1
647,10165,Undirected,1
647,10151,Undirected,1
1065,10404,Undirected,1
2537,10036,Undirected,1
3166,10069,Undirected,1
3166,10068,Undirected,1
378,10153,Undirected,1
2551,10491,Undirected,1
2551,10338,Undirected,1
2551,10457,Undirected,1
2551,10189,Undirected,1
2551,10654,Undirected,1
2551,10443,Undirected,1
2551,10136,Undirected,1
2551,10000,Undirected,1
3162,10089,Undirected,1
3162,10253,Undirected,1
579,10313,Undirected,1
579,10066,Undirected,1
3363,10461,Undirected,1
3363,10258,Undirected,1
3363,10463,Undirected,1
3363,10464,Undirected,1
657,10758,Undirected,1
2928,10270,Undirected,1
2928,10271,Undirected,1
2928,10375,Undirected,1
2803,10060,Undirected,1
2803,10061,Undirected,1
2803,10022,Undirected,1
2803,10118,Undirected,1
1411,10463,Undirected,1
1411,10464,Undirected,1
2403,10650,Undirected,1
2403,10052,Undirected,1
2403,10728,Undirected,1
2403,10474,Undirected,1
2403,10240,Undirected,1
1377,10485,Undirected,1
101,10459,Undirected,1
1202,10313,Undirected,1
408,10007,Undirected,1
3296,10152,Undirected,1
3296,10105,Undirected,1
3296,10103,Undirected,1
3197,10605,Undirected,1
2737,10463,Undirected,1
1789,10007,Undirected,1
1789,10561,Undirected,1
1789,10092,Undirected,1
3345,10313,Undirected,1
2473,10062,Undirected,1
2473,10191,Undirected,1
2473,10365,Undirected,1
2473,10570,Undirected,1
2473,10469,Undirected,1
2473,10359,Undirected,1
857,10140,Undirected,1
857,10010,Undirected,1
857,10396,Undirected,1
2417,10092,Undirected,1
1008,10741,Undirected,1
1008,10409,Undirected,1
1008,10079,Undirected,1
1008,10596,Undirected,1
1008,10007,Undirected,1
1008,10133,Undirected,1
1008,10415,Undirected,1
1008,10630,Undirected,1
1008,10407,Undirected,1
3053,10052,Undirected,1
3053,10649,Undirected,1
741,10165,Undirected,1
3313,10459,Undirected,1
44,10077,Undirected,1
1811,10007,Undirected,1
1811,10429,Undirected,1
1811,10092,Undirected,1
1811,10579,Undirected,1
1841,10308,Undirected,1
1841,10054,Undirected,1
1841,10304,Undirected,1
1841,10302,Undirected,1
2680,10457,Undirected,1
2680,10000,Undirected,1
1084,10041,Undirected,1
2197,10520,Undirected,1
953,10066,Undirected,1
953,10290,Undirected,1
689,10630,Undirected,1
689,10007,Undirected,1
748,10280,Undirected,1
1505,10744,Undirected,1
225,10520,Undirected,1
3148,10368,Undirected,1
2196,10007,Undirected,1
463,10438,Undirected,1
463,10756,Undirected,1
463,10461,Undirected,1
2918,10509,Undirected,1
1528,10091,Undirected,1
1528,10639,Undirected,1
1528,10607,Undirected,1
2917,10509,Undirected,1
2774,10109,Undirected,1
2774,10744,Undirected,1
2774,10079,Undirected,1
2774,10007,Undirected,1
2774,10387,Undirected,1
2774,10080,Undirected,1
3215,10092,Undirected,1
3215,10429,Undirected,1
3215,10007,Undirected,1
616,10262,Undirected,1
2855,10520,Undirected,1
2855,10390,Undirected,1
34,10151,Undirected,1
34,10657,Undirected,1
2835,10368,Undirected,1
2429,10696,Undirected,1
2429,10627,Undirected,1
2429,10659,Undirected,1
2429,10739,Undirected,1
2429,10408,Undirected,1
2429,10196,Undirected,1
2887,10645,Undirected,1
2887,10155,Undirected,1
2184,10092,Undirected,1
2184,10429,Undirected,1
2184,10004,Undirected,1
2375,10240,Undirected,1
2375,10650,Undirected,1
1370,10429,Undirected,1
1370,10092,Undirected,1
1370,10007,Undirected,1
1370,10579,Undirected,1
1370,10561,Undirected,1
1938,10142,Undirected,1
1938,10501,Undirected,1
1938,10520,Undirected,1
2343,10622,Undirected,1
2343,10671,Undirected,1
1316,10180,Undirected,1
1316,10609,Undirected,1
1316,10184,Undirected,1
2775,10079,Undirected,1
2775,10744,Undirected,1
2775,10741,Undirected,1
2775,10080,Undirected,1
2775,10387,Undirected,1
2775,10514,Undirected,1
2775,10596,Undirected,1
2775,10658,Undirected,1
2690,10165,Undirected,1
640,10378,Undirected,1
640,10236,Undirected,1
2322,10177,Undirected,1
2322,10143,Undirected,1
2322,10523,Undirected,1
40,10288,Undirected,1
40,10368,Undirected,1
40,10520,Undirected,1
1928,10378,Undirected,1
1928,10158,Undirected,1
1928,10211,Undirected,1
2892,10734,Undirected,1
2892,10168,Undirected,1
2892,10627,Undirected,1
2892,10364,Undirected,1
2808,10446,Undirected,1
2808,10786,Undirected,1
1534,10189,Undirected,1
1534,10524,Undirected,1
1534,10378,Undirected,1
1534,10000,Undirected,1
1534,10592,Undirected,1
1534,10373,Undirected,1
1534,10480,Undirected,1
2985,10165,Undirected,1
2981,10443,Undirected,1
2363,10509,Undirected,1
1502,10378,Undirected,1
3395,10024,Undirected,1
1148,10509,Undirected,1
1148,10627,Undirected,1
1148,10456,Undirected,1
1148,10046,Undirected,1
147,10277,Undirected,1
147,10342,Undirected,1
147,10745,Undirected,1
977,10019,Undirected,1
952,10749,Undirected,1
952,10570,Undirected,1
1953,10000,Undirected,1
1953,10189,Undirected,1
1953,10457,Undirected,1
3205,10377,Undirected,1
270,10288,Undirected,1
346,10630,Undirected,1
346,10007,Undirected,1
3001,10311,Undirected,1
3001,10563,Undirected,1
3001,10607,Undirected,1
3001,10402,Undirected,1
3001,10418,Undirected,1
3001,10461,Undirected,1
3001,10639,Undirected,1
1017,10463,Undirected,1
1017,10047,Undirected,1
1017,10001,Undirected,1
1017,10565,Undirected,1
1318,10110,Undirected,1
1318,10800,Undirected,1
1318,10061,Undirected,1
1318,10798,Undirected,1
2476,10249,Undirected,1
3210,10191,Undirected,1
3210,10227,Undirected,1
3021,10157,Undirected,1
386,10142,Undirected,1
386,10520,Undirected,1
2723,10092,Undirected,1
1504,10378,Undirected,1
1504,10742,Undirected,1
1504,10167,Undirected,1
1934,10794,Undirected,1
2800,10624,Undirected,1
2800,10527,Undirected,1
756,10120,Undirected,1
3385,10150,Undirected,1
3385,10304,Undirected,1
1650,10650,Undirected,1
1650,10240,Undirected,1
3303,10215,Undirected,1
338,10682,Undirected,1
338,10252,Undirected,1
713,10395,Undirected,1
713,10240,Undirected,1
805,10061,Undirected,1
805,10697,Undirected,1
3098,10282,Undirected,1
2426,10314,Undirected,1
2693,10120,Undirected,1
2693,10118,Undirected,1
2155,10313,Undirected,1
280,10445,Undirected,1
280,10446,Undirected,1
2703,10624,Undirected,1
2703,10527,Undirected,1
2268,10092,Undirected,1
2268,10561,Undirected,1
2268,10007,Undirected,1
819,10385,Undirected,1
819,10507,Undirected,1
819,10358,Undirected,1
819,10735,Undirected,1
819,10605,Undirected,1
819,10227,Undirected,1
1609,10290,Undirected,1
1609,10043,Undirected,1
1609,10044,Undirected,1
1609,10244,Undirected,1
505,10228,Undirected,1
915,10000,Undirected,1
915,10457,Undirected,1
915,10653,Undirected,1
915,10338,Undirected,1
2916,10738,Undirected,1
2916,10355,Undirected,1
2916,10284,Undirected,1
2916,10454,Undirected,1
35,10520,Undirected,1
35,10165,Undirected,1
35,10509,Undirected,1
3359,10305,Undirected,1
3008,10055,Undirected,1
414,10007,Undirected,1
1010,10368,Undirected,1
2795,10368,Undirected,1
1576,10200,Undirected,1
1576,10199,Undirected,1
533,10432,Undirected,1
533,10146,Undirected,1
583,10091,Undirected,1
583,10639,Undirected,1
281,10520,Undirected,1
281,10288,Undirected,1
2038,10166,Undirected,1
1016,10151,Undirected,1
1016,10022,Undirected,1
1016,10459,Undirected,1
1016,10657,Undirected,1
2354,10156,Undirected,1
1795,10207,Undirected,1
1795,10209,Undirected,1
1795,10208,Undirected,1
1795,10725,Undirected,1
1409,10567,Undirected,1
1409,10786,Undirected,1
3348,10313,Undirected,1
1753,10215,Undirected,1
2243,10200,Undirected,1
3130,10612,Undirected,1
2701,10200,Undirected,1
2987,10348,Undirected,1
27,10288,Undirected,1
2876,10142,Undirected,1
2876,10102,Undirected,1
1892,10065,Undirected,1
1892,10365,Undirected,1
1892,10060,Undirected,1
1892,10509,Undirected,1
1892,10278,Undirected,1
1892,10022,Undirected,1
1892,10627,Undirected,1
2491,10291,Undirected,1
1083,10461,Undirected,1
2260,10446,Undirected,1
2260,10432,Undirected,1
1688,10496,Undirected,1
1688,10716,Undirected,1
1688,10713,Undirected,1
1688,10495,Undirected,1
3035,10649,Undirected,1
1531,10139,Undirected,1
114,10062,Undirected,1
114,10119,Undirected,1
114,10110,Undirected,1
114,10120,Undirected,1
114,10061,Undirected,1
114,10108,Undirected,1
1980,10092,Undirected,1
1980,10429,Undirected,1
1980,10561,Undirected,1
1980,10004,Undirected,1
1980,10007,Undirected,1
2463,10200,Undirected,1
772,10568,Undirected,1
772,10497,Undirected,1
2539,10520,Undirected,1
59,10605,Undirected,1
1253,10022,Undirected,1
1713,10627,Undirected,1
1713,10606,Undirected,1
951,10520,Undirected,1
951,10509,Undirected,1
951,10627,Undirected,1
3152,10216,Undirected,1
3152,10195,Undirected,1
55,10744,Undirected,1
2888,10007,Undirected,1
2888,10630,Undirected,1
2888,10645,Undirected,1
420,10489,Undirected,1
1477,10313,Undirected,1
2134,10314,Undirected,1
2134,10189,Undirected,1
2134,10479,Undirected,1
2134,10333,Undirected,1
2134,10330,Undirected,1
1352,10155,Undirected,1
211,10000,Undirected,1
211,10457,Undirected,1
2361,10496,Undirected,1
318,10313,Undirected,1
1190,10316,Undirected,1
1190,10314,Undirected,1
1190,10315,Undirected,1
1579,10061,Undirected,1
1076,10373,Undirected,1
1076,10093,Undirected,1
995,10027,Undirected,1
995,10398,Undirected,1
995,10434,Undirected,1
278,10288,Undirected,1
490,10022,Undirected,1
490,10151,Undirected,1
519,10432,Undirected,1
519,10288,Undirected,1
1706,10375,Undirected,1
1706,10270,Undirected,1
336,10432,Undirected,1
177,10136,Undirected,1
177,10000,Undirected,1
177,10779,Undirected,1
177,10248,Undirected,1
177,10527,Undirected,1
177,10443,Undirected,1
177,10285,Undirected,1
1879,10432,Undirected,1
113,10200,Undirected,1
3075,10422,Undirected,1
2347,10300,Undirected,1
2368,10373,Undirected,1
2368,10093,Undirected,1
229,10019,Undirected,1
203,10783,Undirected,1
1273,10158,Undirected,1
1273,10100,Undirected,1
331,10520,Undirected,1
331,10142,Undirected,1
3337,10378,Undirected,1
3337,10160,Undirected,1
1258,10443,Undirected,1
435,10509,Undirected,1
435,10520,Undirected,1
435,10542,Undirected,1
435,10627,Undirected,1
2837,10368,Undirected,1
1140,10741,Undirected,1
1140,10188,Undirected,1
1140,10157,Undirected,1
1140,10553,Undirected,1
1140,10109,Undirected,1
1140,10514,Undirected,1
1140,10684,Undirected,1
1140,10664,Undirected,1
1140,10007,Undirected,1
2907,10378,Undirected,1
502,10734,Undirected,1
502,10167,Undirected,1
502,10237,Undirected,1
502,10364,Undirected,1
502,10168,Undirected,1
502,10061,Undirected,1
502,10022,Undirected,1
502,10073,Undirected,1
502,10735,Undirected,1
502,10169,Undirected,1
1727,10241,Undirected,1
1384,10200,Undirected,1
2187,10618,Undirected,1
2187,10313,Undirected,1
2187,10290,Undirected,1
2187,10433,Undirected,1
817,10749,Undirected,1
1818,10313,Undirected,1
1641,10092,Undirected,1
2008,10389,Undirected,1
2008,10005,Undirected,1
406,10378,Undirected,1
506,10500,Undirected,1
116,10156,Undirected,1
924,10166,Undirected,1
2264,10092,Undirected,1
2264,10004,Undirected,1
1970,10092,Undirected,1
1447,10143,Undirected,1
489,10337,Undirected,1
129,10087,Undirected,1
2615,10512,Undirected,1
2615,10586,Undirected,1
3386,10150,Undirected,1
3386,10304,Undirected,1
1006,10368,Undirected,1
1006,10052,Undirected,1
1006,10189,Undirected,1
1006,10599,Undirected,1
1006,10191,Undirected,1
1006,10378,Undirected,1
1006,10746,Undirected,1
1006,10619,Undirected,1
1006,10414,Undirected,1
833,10588,Undirected,1
833,10180,Undirected,1
833,10184,Undirected,1
833,10609,Undirected,1
693,10022,Undirected,1
693,10746,Undirected,1
3370,10368,Undirected,1
898,10227,Undirected,1
898,10605,Undirected,1
898,10191,Undirected,1
898,10065,Undirected,1
3006,10461,Undirected,1
465,10489,Undirected,1
2823,10300,Undirected,1
3068,10432,Undirected,1
58,10291,Undirected,1
58,10252,Undirected,1
58,10082,Undirected,1
58,10242,Undirected,1
58,10682,Undirected,1
58,10218,Undirected,1
3399,10022,Undirected,1
3399,10746,Undirected,1
372,10663,Undirected,1
372,10458,Undirected,1
412,10195,Undirected,1
2766,10158,Undirected,1
2766,10100,Undirected,1
2390,10189,Undirected,1
2390,10433,Undirected,1
1704,10228,Undirected,1
1704,10313,Undirected,1
1704,10290,Undirected,1
2110,10092,Undirected,1
2110,10004,Undirected,1
2110,10234,Undirected,1
3325,10252,Undirected,1
3325,10361,Undirected,1
3325,10242,Undirected,1
3325,10227,Undirected,1
3325,10256,Undirected,1
1647,10025,Undirected,1
1647,10556,Undirected,1
1647,10195,Undirected,1
1647,10605,Undirected,1
1647,10509,Undirected,1
1895,10416,Undirected,1
1895,10415,Undirected,1
1855,10520,Undirected,1
724,10052,Undirected,1
724,10020,Undirected,1
724,10649,Undirected,1
538,10605,Undirected,1
538,10557,Undirected,1
301,10415,Undirected,1
301,10416,Undirected,1
2255,10520,Undirected,1
2255,10142,Undirected,1
3039,10571,Undirected,1
3039,10520,Undirected,1
649,10166,Undirected,1
973,10041,Undirected,1
1193,10520,Undirected,1
1193,10142,Undirected,1
656,10446,Undirected,1
180,10368,Undirected,1
3230,10300,Undirected,1
1886,10240,Undirected,1
955,10474,Undirected,1
955,10240,Undirected,1
955,10650,Undirected,1
955,10728,Undirected,1
955,10547,Undirected,1
955,10052,Undirected,1
1051,10714,Undirected,1
1051,10715,Undirected,1
1051,10171,Undirected,1
1051,10716,Undirected,1
3124,10368,Undirected,1
3124,10520,Undirected,1
3124,10288,Undirected,1
1741,10742,Undirected,1
1741,10167,Undirected,1
1741,10378,Undirected,1
2310,10105,Undirected,1
800,10143,Undirected,1
800,10523,Undirected,1
800,10177,Undirected,1
2074,10520,Undirected,1
2600,10413,Undirected,1
2600,10412,Undirected,1
2969,10313,Undirected,1
2969,10000,Undirected,1
3052,10438,Undirected,1
3052,10461,Undirected,1
1373,10092,Undirected,1
2535,10594,Undirected,1
2535,10650,Undirected,1
2535,10577,Undirected,1
2535,10541,Undirected,1
2535,10747,Undirected,1
2535,10029,Undirected,1
1337,10567,Undirected,1
1337,10624,Undirected,1
2230,10341,Undirected,1
1618,10557,Undirected,1
3389,10166,Undirected,1
2072,10716,Undirected,1
2072,10714,Undirected,1
1122,10091,Undirected,1
1122,10547,Undirected,1
1122,10728,Undirected,1
1122,10240,Undirected,1
1836,10490,Undirected,1
1836,10053,Undirected,1
1836,10189,Undirected,1
1836,10565,Undirected,1
969,10368,Undirected,1
969,10520,Undirected,1
725,10750,Undirected,1
725,10505,Undirected,1
725,10717,Undirected,1
725,10715,Undirected,1
1530,10140,Undirected,1
1530,10010,Undirected,1
1530,10260,Undirected,1
1530,10135,Undirected,1
1530,10453,Undirected,1
1717,10092,Undirected,1
1717,10516,Undirected,1
1234,10341,Undirected,1
1234,10330,Undirected,1
1234,10332,Undirected,1
3140,10605,Undirected,1
3140,10227,Undirected,1
3140,10191,Undirected,1
562,10203,Undirected,1
562,10567,Undirected,1
562,10509,Undirected,1
562,10520,Undirected,1
562,10547,Undirected,1
1743,10204,Undirected,1
3294,10627,Undirected,1
813,10092,Undirected,1
813,10007,Undirected,1
1212,10109,Undirected,1
1212,10560,Undirected,1
2681,10139,Undirected,1
2681,10627,Undirected,1
2681,10780,Undirected,1
2681,10484,Undirected,1
2681,10537,Undirected,1
1909,10520,Undirected,1
2750,10302,Undirected,1
3119,10165,Undirected,1
3119,10151,Undirected,1
1350,10254,Undirected,1
2658,10627,Undirected,1
3382,10092,Undirected,1
2905,10622,Undirected,1
2905,10522,Undirected,1
1916,10406,Undirected,1
2568,10448,Undirected,1
2568,10221,Undirected,1
2568,10625,Undirected,1
182,10432,Undirected,1
3307,10062,Undirected,1
3307,10119,Undirected,1
3307,10061,Undirected,1
3307,10120,Undirected,1
493,10166,Undirected,1
1739,10738,Undirected,1
1739,10355,Undirected,1
1739,10284,Undirected,1
1739,10699,Undirected,1
1468,10313,Undirected,1
1468,10339,Undirected,1
925,10166,Undirected,1
1191,10659,Undirected,1
1963,10630,Undirected,1
962,10443,Undirected,1
1144,10091,Undirected,1
1260,10288,Undirected,1
990,10055,Undirected,1
3066,10007,Undirected,1
1061,10009,Undirected,1
2582,10000,Undirected,1
3184,10317,Undirected,1
732,10645,Undirected,1
732,10605,Undirected,1
732,10191,Undirected,1
1678,10215,Undirected,1
1678,10249,Undirected,1
2096,10022,Undirected,1
30,10288,Undirected,1
840,10368,Undirected,1
2977,10087,Undirected,1
2977,10313,Undirected,1
2977,10328,Undirected,1
293,10282,Undirected,1
395,10368,Undirected,1
395,10151,Undirected,1
395,10746,Undirected,1
395,10438,Undirected,1
395,10021,Undirected,1
395,10022,Undirected,1
1924,10448,Undirected,1
1924,10221,Undirected,1
433,10152,Undirected,1
433,10515,Undirected,1
433,10412,Undirected,1
433,10105,Undirected,1
433,10522,Undirected,1
433,10272,Undirected,1
433,10485,Undirected,1
433,10417,Undirected,1
433,10622,Undirected,1
1572,10200,Undirected,1
1572,10199,Undirected,1
3286,10358,Undirected,1
2895,10627,Undirected,1
2895,10509,Undirected,1
2895,10383,Undirected,1
2895,10520,Undirected,1
2895,10046,Undirected,1
2895,10278,Undirected,1
2520,10295,Undirected,1
3055,10189,Undirected,1
1227,10240,Undirected,1
1227,10395,Undirected,1
2225,10118,Undirected,1
2225,10120,Undirected,1
2890,10167,Undirected,1
2890,10627,Undirected,1
2890,10606,Undirected,1
2890,10734,Undirected,1
2890,10168,Undirected,1
2890,10364,Undirected,1
2890,10383,Undirected,1
2250,10207,Undirected,1
595,10658,Undirected,1
595,10109,Undirected,1
1257,10036,Undirected,1
1257,10087,Undirected,1
1921,10489,Undirected,1
83,10691,Undirected,1
1863,10577,Undirected,1
2877,10500,Undirected,1
2877,10142,Undirected,1
1580,10061,Undirected,1
1307,10061,Undirected,1
1307,10120,Undirected,1
2761,10612,Undirected,1
1770,10314,Undirected,1
1770,10583,Undirected,1
1770,10316,Undirected,1
1770,10315,Undirected,1
1833,10576,Undirected,1
2671,10490,Undirected,1
2671,10030,Undirected,1
1831,10595,Undirected,1
1831,10234,Undirected,1
1831,10748,Undirected,1
1831,10781,Undirected,1
1831,10104,Undirected,1
937,10406,Undirected,1
937,10295,Undirected,1
937,10114,Undirected,1
937,10032,Undirected,1
3005,10009,Undirected,1
3005,10581,Undirected,1
345,10734,Undirected,1
345,10169,Undirected,1
345,10696,Undirected,1
345,10623,Undirected,1
345,10764,Undirected,1
345,10227,Undirected,1
345,10167,Undirected,1
345,10627,Undirected,1
345,10443,Undirected,1
345,10073,Undirected,1
345,10168,Undirected,1
345,10448,Undirected,1
3069,10520,Undirected,1
199,10313,Undirected,1
2649,10007,Undirected,1
2649,10554,Undirected,1
226,10568,Undirected,1
1852,10582,Undirected,1
1852,10744,Undirected,1
1852,10093,Undirected,1
2201,10601,Undirected,1
1106,10168,Undirected,1
1106,10169,Undirected,1
1106,10364,Undirected,1
1106,10167,Undirected,1
1106,10237,Undirected,1
69,10512,Undirected,1
69,10519,Undirected,1
1555,10278,Undirected,1
1555,10115,Undirected,1
1555,10627,Undirected,1
1555,10046,Undirected,1
1555,10509,Undirected,1
1555,10809,Undirected,1
1555,10077,Undirected,1
1555,10520,Undirected,1
1860,10520,Undirected,1
1860,10365,Undirected,1
888,10774,Undirected,1
888,10773,Undirected,1
29,10520,Undirected,1
216,10446,Undirected,1
216,10432,Undirected,1
216,10786,Undirected,1
216,10641,Undirected,1
2793,10300,Undirected,1
3228,10520,Undirected,1
1385,10200,Undirected,1
899,10605,Undirected,1
899,10227,Undirected,1
899,10065,Undirected,1
899,10191,Undirected,1
2955,10605,Undirected,1
2955,10007,Undirected,1
2111,10092,Undirected,1
2111,10429,Undirected,1
2070,10433,Undirected,1
2070,10691,Undirected,1
2070,10086,Undirected,1
2070,10245,Undirected,1
2070,10043,Undirected,1
2070,10052,Undirected,1
1765,10560,Undirected,1
1765,10663,Undirected,1
1765,10430,Undirected,1
1765,10079,Undirected,1
690,10022,Undirected,1
3288,10270,Undirected,1
3288,10375,Undirected,1
2732,10509,Undirected,1
2732,10445,Undirected,1
1386,10200,Undirected,1
972,10756,Undirected,1
2378,10120,Undirected,1
1779,10314,Undirected,1
895,10092,Undirected,1
895,10561,Undirected,1
3365,10595,Undirected,1
3365,10234,Undirected,1
3365,10106,Undirected,1
2952,10103,Undirected,1
2952,10105,Undirected,1
2952,10672,Undirected,1
558,10313,Undirected,1
558,10433,Undirected,1
1101,10180,Undirected,1
1101,10181,Undirected,1
1101,10184,Undirected,1
1101,10043,Undirected,1
68,10200,Undirected,1
2090,10432,Undirected,1
1971,10313,Undirected,1
2386,10052,Undirected,1
824,10092,Undirected,1
1620,10087,Undirected,1
1912,10520,Undirected,1
2502,10313,Undirected,1
2715,10527,Undirected,1
849,10416,Undirected,1
2555,10459,Undirected,1
968,10599,Undirected,1
3177,10313,Undirected,1
1254,10145,Undirected,1
2966,10191,Undirected,1
2966,10605,Undirected,1
3310,10595,Undirected,1
1301,10091,Undirected,1
1301,10189,Undirected,1
1301,10414,Undirected,1
2726,10178,Undirected,1
2726,10007,Undirected,1
1513,10313,Undirected,1
2944,10485,Undirected,1
812,10757,Undirected,1
812,10636,Undirected,1
812,10075,Undirected,1
1451,10165,Undirected,1
577,10067,Undirected,1
577,10313,Undirected,1
577,10066,Undirected,1
577,10618,Undirected,1
1816,10376,Undirected,1
1816,10570,Undirected,1
1816,10155,Undirected,1
1816,10644,Undirected,1
1816,10384,Undirected,1
1816,10175,Undirected,1
2836,10368,Undirected,1
2836,10648,Undirected,1
0,10080,Undirected,1
2684,10027,Undirected,1
2684,10527,Undirected,1
1584,10443,Undirected,1
71,10200,Undirected,1
2341,10189,Undirected,1
2341,10052,Undirected,1
2341,10579,Undirected,1
2341,10264,Undirected,1
2341,10524,Undirected,1
1246,10761,Undirected,1
1246,10377,Undirected,1
340,10004,Undirected,1
340,10234,Undirected,1
945,10092,Undirected,1
945,10428,Undirected,1
1919,10076,Undirected,1
1094,10742,Undirected,1
1094,10517,Undirected,1
672,10647,Undirected,1
125,10512,Undirected,1
125,10586,Undirected,1
3020,10157,Undirected,1
3020,10570,Undirected,1
1815,10313,Undirected,1
2495,10252,Undirected,1
2495,10361,Undirected,1
2495,10242,Undirected,1
2495,10082,Undirected,1
2495,10291,Undirected,1
2495,10218,Undirected,1
2495,10682,Undirected,1
1077,10065,Undirected,1
1077,10227,Undirected,1
1077,10605,Undirected,1
2933,10520,Undirected,1
1553,10540,Undirected,1
1553,10433,Undirected,1
1553,10313,Undirected,1
1553,10055,Undirected,1
1553,10086,Undirected,1
1553,10435,Undirected,1
1553,10755,Undirected,1
2695,10025,Undirected,1
2560,10378,Undirected,1
2560,10158,Undirected,1
2560,10211,Undirected,1
2617,10295,Undirected,1
2863,10241,Undirected,1
2058,10000,Undirected,1
3238,10650,Undirected,1
568,10660,Undirected,1
568,10084,Undirected,1
568,10386,Undirected,1
568,10008,Undirected,1
1295,10422,Undirected,1
2104,10286,Undirected,1
1111,10405,Undirected,1
835,10300,Undirected,1
2024,10509,Undirected,1
118,10191,Undirected,1
1194,10432,Undirected,1
1194,10521,Undirected,1
1194,10509,Undirected,1
1452,10624,Undirected,1
1452,10567,Undirected,1
2189,10459,Undirected,1
2609,10195,Undirected,1
1088,10796,Undirected,1
2858,10527,Undirected,1
1393,10200,Undirected,1
306,10378,Undirected,1
306,10218,Undirected,1
2049,10760,Undirected,1
3376,10520,Undirected,1
3376,10509,Undirected,1
1215,10306,Undirected,1
1215,10308,Undirected,1
1215,10309,Undirected,1
1215,10150,Undirected,1
249,10038,Undirected,1
1325,10093,Undirected,1
569,10252,Undirected,1
569,10682,Undirected,1
569,10218,Undirected,1
569,10686,Undirected,1
1303,10227,Undirected,1
1303,10605,Undirected,1
1303,10191,Undirected,1
2437,10559,Undirected,1
2979,10577,Undirected,1
2979,10062,Undirected,1
1751,10520,Undirected,1
876,10150,Undirected,1
1153,10346,Undirected,1
1153,10593,Undirected,1
1153,10568,Undirected,1
1538,10432,Undirected,1
1538,10478,Undirected,1
1538,10146,Undirected,1
3272,10091,Undirected,1
3272,10639,Undirected,1
2741,10579,Undirected,1
1873,10189,Undirected,1
1339,10650,Undirected,1
296,10313,Undirected,1
2425,10627,Undirected,1
2425,10509,Undirected,1
2425,10520,Undirected,1
2425,10701,Undirected,1
2053,10241,Undirected,1
2636,10336,Undirected,1
1187,10320,Undirected,1
1187,10579,Undirected,1
1187,10659,Undirected,1
1187,10136,Undirected,1
2458,10314,Undirected,1
2458,10315,Undirected,1
2458,10316,Undirected,1
2458,10127,Undirected,1
2652,10612,Undirected,1
1819,10207,Undirected,1
1819,10378,Undirected,1
3339,10007,Undirected,1
1941,10093,Undirected,1
1941,10582,Undirected,1
1941,10744,Undirected,1
1941,10387,Undirected,1
1107,10290,Undirected,1
1537,10146,Undirected,1
611,10448,Undirected,1
611,10507,Undirected,1
611,10696,Undirected,1
611,10627,Undirected,1
611,10073,Undirected,1
611,10469,Undirected,1
611,10749,Undirected,1
244,10734,Undirected,1
244,10167,Undirected,1
244,10736,Undirected,1
2919,10215,Undirected,1
2919,10249,Undirected,1
2271,10627,Undirected,1
2271,10520,Undirected,1
2185,10092,Undirected,1
1972,10313,Undirected,1
91,10657,Undirected,1
448,10212,Undirected,1
2157,10031,Undirected,1
2157,10043,Undirected,1
2157,10290,Undirected,1
2157,10313,Undirected,1
2157,10044,Undirected,1
2157,10289,Undirected,1
3237,10509,Undirected,1
3237,10627,Undirected,1
3237,10456,Undirected,1
3237,10046,Undirected,1
25,10288,Undirected,1
424,10156,Undirected,1
1549,10300,Undirected,1
2431,10289,Undirected,1
2431,10723,Undirected,1
2431,10009,Undirected,1
